player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures,week,year
Elandon Roberts,10848,LB,MIA,1,0,0,17,59.9,0,0,1,6.7,0.0,0,0,0.0,0,15,1,0,0,,0,0,0,0.0,,0,,0,1,0,0,5,2022
Jayron Kearse,10878,S,DAL,1,0,0,9,57.5,0,1,2,5.0,50.0,1,0,25.0,0,40,2,1,0,58.7,0,1,1,4.3,100.0,1,50.0,0,23,1,1,5,2022
Mike Hilton,10898,CB,CIN,1,0,0,7,49.7,0,1,6,27.3,16.7,1,0,8.3,0,22,6,1,0,52.7,0,0,3,37.5,0.0,0,0.0,0,8,3,0,5,2022
Morgan Fox,11184,DI,LAC,1,0,0,27,56.2,0,2,15,100.0,13.3,2,0,6.7,0,15,15,2,0,61.0,0,1,6,100.0,16.7,1,8.3,0,6,6,1,5,2022
Cory Littleton,11190,LB,CAR,1,0,1,5,48.4,0,0,6,16.7,0.0,0,1,0.0,0,36,6,0,0,59.1,0,0,1,6.7,0.0,0,0.0,0,15,1,0,5,2022
Roy Robertson-Harris,11341,DI,JAX,1,0,0,15,55.7,0,1,18,100.0,5.6,1,0,2.8,0,19,19,1,0,67.4,0,1,4,100.0,25.0,1,12.5,0,4,4,1,5,2022
Antonio Hamilton,11353,CB,ARZ,1,0,0,1,57.7,0,1,1,7.7,100.0,1,0,50.0,0,13,1,1,0,57.7,0,1,1,16.7,100.0,1,50.0,0,6,1,1,5,2022
Myles Garrett,11756,ED,CLV,1,0,0,8,75.9,0,5,30,100.0,26.7,8,0,8.3,0,32,32,5,0,87.2,0,4,12,100.0,50.0,6,16.7,0,12,12,4,5,2022
Solomon Thomas,11758,DI,NYJ,1,0,0,22,54.5,0,0,8,90.0,0.0,0,0,0.0,0,10,9,0,0,57.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0,5,2022
Haason Reddick,11768,ED,PHI,1,0,0,24,79.7,0,6,29,85.3,37.9,11,0,13.8,1,34,29,7,0,78.7,0,2,12,100.0,50.0,6,16.7,1,12,12,3,5,2022
Jonathan Allen,11772,DI,WAS,1,0,0,32,70.0,1,2,25,100.0,20.0,5,0,10.0,1,27,27,4,0,74.9,1,2,12,100.0,33.3,4,20.8,1,13,13,4,5,2022
Jabrill Peppers,11780,S,NE,1,0,0,19,60.0,0,0,1,6.3,0.0,0,0,0.0,0,16,1,0,0,60.0,0,0,1,9.1,0.0,0,0.0,0,11,1,0,5,2022
Takkarist McKinley,11781,ED,LA,1,0,0,26,59.1,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,59.1,0,0,1,100.0,0.0,0,0.0,0,1,1,0,5,2022
Budda Baker,11791,S,ARZ,1,0,0,1,59.9,0,2,7,17.1,14.3,1,0,14.3,0,41,7,2,0,65.2,0,2,3,18.8,33.3,1,33.3,0,16,3,2,5,2022
Marcus Williams,11797,S,BLT,1,0,0,3,59.1,0,0,1,5.3,0.0,0,0,0.0,0,19,1,0,0,59.1,0,0,1,9.1,0.0,0,0.0,0,11,1,0,5,2022
DeMarcus Walker,11806,ED,TEN,1,0,0,31,53.4,0,1,7,100.0,14.3,1,0,7.1,0,7,7,1,0,58.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0,5,2022
Raekwon McMillan,11809,LB,NE,1,0,0,19,53.9,0,0,3,18.8,0.0,0,0,0.0,0,16,3,0,0,55.7,0,0,2,20.0,0.0,0,0.0,0,10,2,0,5,2022
Dalvin Tomlinson,11810,DI,MIN,1,0,0,18,63.5,0,2,17,100.0,11.8,2,0,5.9,0,20,20,2,0,72.9,0,2,6,100.0,33.3,2,16.7,0,7,7,2,5,2022
Tanoh Kpassagnon,11814,ED,NO,1,0,0,20,51.7,0,0,9,100.0,0.0,0,0,0.0,0,11,11,0,0,56.5,0,0,1,100.0,0.0,0,0.0,0,2,2,0,5,2022
Josh Jones,11816,S,SEA,1,0,0,29,58.3,1,0,1,8.3,0.0,0,0,50.0,0,12,1,1,0,58.3,1,0,1,11.1,0.0,0,50.0,0,9,1,1,5,2022
Larry Ogunjobi,11820,DI,PIT,1,0,0,25,55.6,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,56.3,0,0,3,100.0,0.0,0,0.0,0,3,3,0,5,2022
Dawuane Smoot,11823,ED,JAX,1,0,0,15,50.1,0,0,11,100.0,0.0,0,0,0.0,0,12,12,0,0,51.7,0,0,8,100.0,0.0,0,0.0,0,8,8,0,5,2022
Chris Wormley,11829,DI,PIT,1,0,0,25,67.2,0,0,19,100.0,15.8,3,0,0.0,0,19,19,0,0,61.7,0,0,8,100.0,12.5,1,0.0,0,8,8,0,5,2022
Alex Anzalone,11831,LB,DET,1,0,0,11,64.2,0,1,3,19.2,33.3,1,0,16.7,0,26,5,1,0,66.5,0,1,2,28.6,50.0,1,25.0,0,14,4,1,5,2022
Jourdan Lewis,11846,CB,DAL,1,0,0,9,71.8,0,0,2,4.1,50.0,1,0,50.0,1,49,2,1,0,58.8,0,0,1,3.7,0.0,0,0.0,0,27,1,0,5,2022
Montravius Adams,11848,DI,PIT,1,0,0,25,72.3,0,1,17,100.0,17.6,3,0,2.9,0,18,18,1,0,58.1,0,0,2,100.0,0.0,0,0.0,0,2,2,0,5,2022
Trey Hendrickson,11858,ED,CIN,1,0,0,7,64.1,1,4,22,96.0,18.2,4,0,11.4,0,25,24,5,0,56.3,0,2,9,91.7,22.2,2,11.1,0,12,11,2,5,2022
Eddie Jackson,11867,S,CHI,1,0,0,6,58.5,0,0,1,2.1,0.0,0,0,0.0,0,48,1,0,0,,0,0,0,0.0,,0,,0,19,0,0,5,2022
Rayshawn Jenkins,11868,S,JAX,1,0,0,15,58.5,0,0,1,3.8,0.0,0,0,0.0,0,26,1,0,0,58.5,0,0,1,11.1,0.0,0,0.0,0,9,1,0,5,2022
Carl Lawson,11871,ED,NYJ,1,0,0,22,92.7,5,2,28,100.0,39.3,11,0,16.1,1,31,31,8,0,91.3,3,2,12,100.0,50.0,6,20.8,0,13,13,5,5,2022
Jalen Reeves-Maybin,11879,LB,HST,1,0,0,13,60.0,0,0,1,11.1,0.0,0,0,0.0,0,9,1,0,0,,0,0,0,0.0,,0,,0,1,0,0,5,2022
Samson Ebukam,11880,ED,SF,1,0,0,28,64.1,0,3,33,97.3,15.2,5,0,4.5,0,37,36,3,0,66.7,0,2,19,100.0,15.8,3,5.3,0,22,22,2,5,2022
Deatrich Wise Jr.,11886,ED,NE,1,0,0,19,59.1,0,2,30,94.1,13.3,4,1,3.3,0,34,32,2,0,60.7,0,2,16,94.7,18.8,3,6.3,0,19,18,2,5,2022
Carlos Watkins,11897,DI,DAL,1,0,0,9,66.7,0,3,13,100.0,15.4,2,0,11.5,0,13,13,3,0,75.9,0,3,5,100.0,40.0,2,30.0,0,5,5,3,5,2022
Grover Stewart,11899,DI,IND,1,1,0,14,61.3,0,1,29,100.0,3.4,1,0,1.7,0,30,30,1,0,56.2,0,0,3,100.0,0.0,0,0.0,0,4,4,0,5,2022
Davon Godchaux,11934,DI,NE,1,0,0,19,51.9,0,0,17,100.0,0.0,0,0,0.0,0,18,18,0,0,53.6,0,0,5,100.0,0.0,0,0.0,0,6,6,0,5,2022
Al-Quadin Muhammad,11951,ED,CHI,1,0,0,6,53.4,0,1,22,96.2,4.5,1,0,2.3,0,26,25,1,0,51.5,0,0,7,100.0,0.0,0,0.0,0,8,8,0,5,2022
D.J. Jones,11953,DI,DEN,1,0,0,10,64.8,0,2,29,100.0,13.8,4,0,6.9,1,32,32,3,0,66.8,0,1,17,100.0,17.6,3,8.8,1,18,18,2,5,2022
Ifeadi Odenigbo,11975,ED,IND,1,0,0,14,56.9,0,0,13,92.9,7.7,1,0,0.0,0,14,13,0,0,52.4,0,0,6,100.0,0.0,0,0.0,0,6,6,0,5,2022
Isaac Rochell,11980,ED,CLV,1,0,0,8,67.0,1,0,10,83.3,30.0,3,0,5.0,0,12,10,1,0,54.9,1,0,3,75.0,33.3,1,16.7,0,4,3,1,5,2022
Josh Tupou,12093,DI,CIN,1,0,0,7,52.5,0,0,21,100.0,0.0,0,0,0.0,0,22,22,0,0,54.0,0,0,6,100.0,0.0,0,0.0,0,7,7,0,5,2022
Arthur Maulet,12224,CB,PIT,1,0,0,25,62.0,0,1,7,24.2,14.3,1,0,7.1,0,33,8,1,0,72.4,0,1,2,12.5,50.0,1,25.0,0,16,2,1,5,2022
Sione Takitaki,12666,LB,CLV,1,0,0,8,52.8,0,0,4,18.2,0.0,0,0,0.0,0,22,4,0,0,59.0,0,0,1,14.3,0.0,0,0.0,0,7,1,0,5,2022
Jonathan Ledbetter,18645,DI,ARZ,1,0,0,1,54.9,0,0,7,100.0,0.0,0,0,0.0,0,7,7,0,0,55.4,0,0,3,100.0,0.0,0,0.0,0,3,3,0,5,2022
Kemoko Turay,21702,ED,SF,1,0,0,28,53.0,0,0,16,94.1,6.3,1,0,0.0,0,17,16,0,0,54.9,0,0,11,91.7,9.1,1,0.0,0,12,11,0,5,2022
Dylan Cole,24304,LB,TEN,1,0,0,31,55.8,0,0,2,9.5,0.0,0,0,0.0,0,21,2,0,0,,0,0,0,0.0,,0,,0,5,0,0,5,2022
Nathan Shepherd,24614,DI,NYJ,1,0,0,22,72.9,0,1,6,100.0,33.3,2,0,8.3,0,7,7,1,0,68.7,0,1,2,100.0,50.0,1,25.0,0,2,2,1,5,2022
Foyesade Oluokun,24904,LB,JAX,1,0,0,15,90.1,1,0,4,15.4,0.0,0,0,37.5,1,26,4,2,0,68.5,1,0,3,33.3,0.0,0,16.7,0,9,3,1,5,2022
Anfernee Jennings,25449,ED,NE,1,0,0,19,50.1,1,0,8,81.8,12.5,1,0,6.3,0,11,9,1,0,50.1,1,0,8,90.0,12.5,1,6.3,0,10,9,1,5,2022
Clelin Ferrell,25955,ED,LV,1,0,1,23,66.0,0,1,14,84.2,21.4,3,1,3.6,0,19,16,1,0,50.5,0,0,7,100.0,0.0,0,0.0,0,8,8,0,5,2022
Dexter Lawrence,25991,DI,NYG,1,0,0,21,62.2,0,1,38,100.0,7.9,3,0,3.9,1,40,40,2,0,72.8,0,1,12,100.0,25.0,3,12.5,1,13,13,2,5,2022
Maxx Crosby,26316,ED,LV,1,0,0,23,74.2,0,2,46,100.0,19.6,9,0,6.5,2,48,48,4,0,81.2,0,2,22,100.0,36.4,8,13.6,2,22,22,4,5,2022
Ben Banogu,26554,ED,IND,1,0,0,14,54.0,0,0,6,100.0,0.0,0,0,0.0,0,6,6,0,0,58.3,0,0,1,100.0,0.0,0,0.0,0,1,1,0,5,2022
Bryce Huff,27128,ED,NYJ,1,0,0,22,87.3,3,1,13,100.0,38.5,5,0,15.4,0,15,15,4,0,90.7,3,1,10,100.0,50.0,5,20.0,0,11,11,4,5,2022
Siran Neal,27130,CB,BUF,1,0,0,4,71.4,1,0,2,9.5,50.0,1,0,25.0,0,21,2,1,0,71.4,1,0,2,11.1,50.0,1,25.0,0,18,2,1,5,2022
Montez Sweat,27271,ED,WAS,1,0,1,32,73.5,2,2,23,100.0,30.4,7,2,17.4,2,24,24,6,0,68.0,1,0,11,100.0,27.3,3,13.6,1,12,12,2,5,2022
Devin Bush,27375,LB,PIT,1,0,0,25,53.6,0,1,2,8.0,0.0,0,0,25.0,0,25,2,1,0,56.6,0,1,1,14.3,0.0,0,50.0,0,7,1,1,5,2022
Michael Dwumfour,27376,DI,HST,1,0,0,13,57.9,0,1,24,100.0,8.3,2,0,2.1,0,24,24,1,0,56.3,0,0,11,100.0,9.1,1,0.0,0,11,11,0,5,2022
Josh Uche,27379,ED,NE,1,0,0,19,66.9,0,4,15,76.2,33.3,5,0,13.3,0,21,16,4,0,67.9,0,4,14,83.3,35.7,5,14.3,0,18,15,4,5,2022
Armon Watts,27844,DI,CHI,1,0,0,6,52.1,0,0,17,100.0,0.0,0,0,0.0,0,19,19,0,0,54.1,0,0,6,100.0,0.0,0,0.0,0,6,6,0,5,2022
Davon Hamilton,28072,DI,JAX,1,0,0,15,72.7,1,1,14,100.0,21.4,3,0,7.1,0,15,15,2,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0,5,2022
Dre'Mont Jones,28075,DI,DEN,1,0,0,10,62.5,0,3,42,100.0,16.7,7,0,6.0,1,45,45,4,0,53.1,0,2,30,100.0,13.3,4,6.7,1,31,31,3,5,2022
Malik Harrison,28081,LB,BLT,1,0,0,3,56.6,0,0,0,15.4,,0,0,,0,13,2,0,0,58.1,0,0,0,11.1,,0,,0,9,1,0,5,2022
Jerome Baker,28091,LB,MIA,1,0,0,17,73.7,0,0,3,15.4,33.3,1,0,33.3,1,26,4,1,0,76.0,0,0,2,40.0,50.0,1,50.0,1,5,2,1,5,2022
Neville Gallimore,28094,DI,DAL,1,0,0,9,64.9,0,1,12,100.0,16.7,2,0,4.2,0,13,13,1,0,62.4,0,1,5,100.0,20.0,1,10.0,0,6,6,1,5,2022
Kevin Givens,28308,DI,SF,1,0,0,28,54.8,0,0,22,100.0,4.5,1,0,0.0,0,22,22,0,0,58.5,0,0,11,100.0,9.1,1,0.0,0,11,11,0,5,2022
Myles Adams,28430,DI,SEA,1,0,0,29,76.5,0,0,5,100.0,20.0,1,0,0.0,0,6,6,0,0,68.2,0,0,0,100.0,,0,,0,1,1,0,5,2022
Bilal Nichols,28451,DI,LV,1,0,0,23,79.4,1,1,34,100.0,17.6,6,0,2.9,0,35,35,2,0,82.5,1,1,16,100.0,25.0,4,6.3,0,16,16,2,5,2022
DeShon Elliott,28854,S,DET,1,0,0,11,67.4,0,0,2,8.7,50.0,1,0,0.0,0,23,2,0,0,,0,0,0,0.0,,0,,0,13,0,0,5,2022
Darius Harris,29188,LB,KC,1,0,0,16,80.1,0,0,5,27.3,20.0,1,0,20.0,1,22,6,1,0,,0,0,0,0.0,,0,,0,7,0,0,5,2022
David Long,29367,LB,TEN,1,0,0,31,54.9,0,0,3,6.4,0.0,0,0,0.0,0,47,3,0,0,58.4,0,0,1,5.0,0.0,0,0.0,0,20,1,0,5,2022
Germaine Pratt,29407,LB,CIN,1,2,0,7,90.0,0,1,5,19.2,40.0,2,0,30.0,1,26,5,2,0,70.5,0,1,1,12.5,200.0,2,150.0,1,8,1,2,5,2022
Logan Wilson,29623,LB,CIN,1,0,0,7,49.5,1,2,6,18.9,16.7,1,0,25.0,0,37,7,3,0,49.8,1,1,5,40.0,20.0,1,20.0,0,15,6,2,5,2022
Andrew Van Ginkel,30267,ED,MIA,1,0,0,17,58.9,0,0,2,33.3,0.0,0,0,0.0,0,6,2,0,0,,0,0,0,,,0,,0,0,0,0,5,2022
Jabril Cox,30669,LB,DAL,1,0,0,9,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,5,2022
T.J. Edwards,30737,LB,PHI,1,0,0,24,56.9,0,0,2,4.8,0.0,0,0,0.0,0,42,2,0,0,59.1,0,0,1,7.7,0.0,0,0.0,0,13,1,0,5,2022
Khalen Saunders,31534,DI,KC,1,0,0,16,59.1,0,0,14,100.0,0.0,0,0,0.0,0,15,15,0,0,63.4,0,0,7,100.0,0.0,0,0.0,0,8,8,0,5,2022
Abdullah Anderson,32708,DI,ATL,1,0,0,2,72.0,0,0,10,100.0,10.0,1,0,0.0,0,11,11,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,5,2022
Eric Johnson,33698,DI,IND,1,0,0,14,58.6,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,5,2022
Johnathan Abram,34646,S,LV,1,0,0,23,63.3,1,0,5,13.2,0.0,0,0,10.0,0,38,5,1,0,55.9,0,0,2,10.5,0.0,0,0.0,0,19,2,0,5,2022
Akeem Davis-Gaither,34788,LB,CIN,1,0,0,7,55.0,0,0,3,33.3,0.0,0,0,0.0,0,9,3,0,0,58.8,0,0,1,25.0,0.0,0,0.0,0,4,1,0,5,2022
Jamel Dean,34918,CB,TB,1,0,0,30,60.0,0,0,1,2.7,0.0,0,0,0.0,0,37,1,0,0,,0,0,0,0.0,,0,,0,3,0,0,5,2022
Trevis Gipson,35241,ED,CHI,1,0,0,6,68.8,2,2,25,96.4,20.0,5,0,8.0,0,28,27,4,0,74.0,1,2,12,100.0,33.3,4,12.5,0,13,13,3,5,2022
Tae Crowder,35774,LB,NYG,1,0,0,21,54.3,0,0,3,9.4,0.0,0,0,0.0,0,32,3,0,0,55.9,0,0,2,25.0,0.0,0,0.0,0,8,2,0,5,2022
Jonas Griffith,35858,LB,DEN,1,0,0,10,72.8,1,0,3,21.4,0.0,0,0,16.7,0,14,3,1,0,56.4,0,0,2,25.0,0.0,0,0.0,0,8,2,0,5,2022
Darrell Taylor,36001,ED,SEA,1,0,0,29,48.0,0,0,16,94.7,0.0,0,1,0.0,0,19,18,0,0,49.6,0,0,8,90.9,0.0,0,0.0,0,11,10,0,5,2022
Austin Bryant,36248,ED,DET,1,0,0,11,60.8,0,0,18,91.7,0.0,0,0,0.0,0,24,22,0,0,67.8,0,0,8,85.7,0.0,0,0.0,0,14,12,0,5,2022
Shy Tuttle,37279,DI,NO,1,0,0,20,61.3,0,0,16,100.0,6.3,1,1,0.0,0,17,17,0,0,69.6,0,0,4,100.0,25.0,1,0.0,0,4,4,0,5,2022
Quinton Bell,37468,ED,ATL,1,0,0,2,61.3,0,0,15,100.0,13.3,2,0,0.0,0,15,15,0,0,66.0,0,0,9,100.0,22.2,2,0.0,0,9,9,0,5,2022
Derrek Tuszka,37724,ED,LAC,1,0,0,27,53.5,0,0,6,85.7,0.0,0,0,0.0,0,7,6,0,0,56.6,0,0,2,100.0,0.0,0,0.0,0,2,2,0,5,2022
Bryan Mone,38461,DI,SEA,1,0,0,29,55.3,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,5,2022
Casey Toohill,38472,ED,WAS,1,0,0,32,78.3,1,1,6,77.8,33.3,2,0,16.7,0,9,7,2,0,73.2,0,1,4,83.3,25.0,1,12.5,0,6,5,1,5,2022
Marquise Copeland,38540,DI,LA,1,0,0,26,56.6,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0,5,2022
Tershawn Wharton,40292,DI,KC,1,0,0,16,55.9,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,55.9,0,0,3,100.0,0.0,0,0.0,0,3,3,0,5,2022
L'Jarius Sneed,40588,CB,KC,1,0,0,16,53.8,0,1,2,5.4,50.0,1,0,25.0,0,37,2,1,0,56.3,0,1,1,5.3,100.0,1,50.0,0,19,1,1,5,2022
Rico Dowdle,40693,HB,DAL,1,0,0,9,60.0,0,0,1,100.0,0.0,0,0,0.0,0,1,1,0,0,,0,0,0,,,0,,0,0,0,0,5,2022
Ed Oliver,42200,DI,BUF,1,0,0,4,50.1,0,0,18,100.0,0.0,0,0,0.0,0,20,20,0,0,50.1,0,0,10,100.0,0.0,0,0.0,0,10,10,0,5,2022
Divine Deablo,42208,LB,LV,1,0,0,23,56.3,0,1,12,23.5,8.3,1,1,4.2,0,51,12,1,0,62.2,0,1,5,20.8,20.0,1,10.0,0,24,5,1,5,2022
Jonathan Kongbo,42433,ED,DEN,1,0,0,10,58.2,0,0,8,84.6,12.5,1,1,0.0,0,13,11,0,0,53.5,0,0,4,71.4,0.0,0,0.0,0,7,5,0,5,2022
Isaiah Simmons,42451,LB,ARZ,1,0,0,1,63.6,0,2,5,12.8,40.0,2,0,20.0,0,39,5,2,0,64.1,0,2,4,25.0,50.0,2,25.0,0,16,4,2,5,2022
Antoine Winfield Jr.,42475,S,TB,1,0,0,30,98.2,0,1,6,16.2,16.7,1,0,25.0,1,37,6,2,0,99.9,0,0,1,33.3,100.0,1,100.0,1,3,1,1,5,2022
Tomon Fox,42486,ED,NYG,1,0,0,21,64.8,0,1,5,100.0,20.0,1,0,10.0,0,5,5,1,0,,0,0,0,,,0,,0,0,0,0,5,2022
Rashad Weaver,42495,ED,TEN,1,0,0,31,71.8,1,1,29,97.0,20.7,6,0,3.4,0,33,32,2,0,68.6,1,0,13,100.0,15.4,2,3.8,0,15,15,1,5,2022
Chauncey Golston,42718,DI,DAL,1,0,0,9,51.3,0,0,13,100.0,0.0,0,0,0.0,0,13,13,0,0,53.5,0,0,6,100.0,0.0,0,0.0,0,6,6,0,5,2022
Nick Bosa,42741,ED,SF,1,0,0,28,59.1,1,0,13,100.0,7.7,1,0,3.8,0,16,16,1,0,62.4,1,0,7,100.0,14.3,1,7.1,0,10,10,1,5,2022
Osa Odighizuwa,42754,DI,DAL,1,0,0,9,70.7,3,3,25,100.0,32.0,8,0,16.0,1,26,26,7,0,66.6,1,2,15,100.0,33.3,5,16.7,1,16,16,4,5,2022
Shaka Toney,42806,ED,WAS,1,0,0,32,64.9,0,0,3,100.0,33.3,1,0,0.0,0,3,3,0,0,64.9,0,0,3,100.0,33.3,1,0.0,0,3,3,0,5,2022
Terrell Lewis,42845,ED,LA,1,0,0,26,51.8,0,0,8,66.7,0.0,0,0,0.0,0,12,8,0,0,53.5,0,0,4,66.7,0.0,0,0.0,0,6,4,0,5,2022
Rashan Gary,42905,ED,GB,1,0,0,12,58.8,1,2,20,95.7,5.0,1,0,7.5,0,23,22,3,0,53.5,0,0,5,100.0,0.0,0,0.0,0,5,5,0,5,2022
Brandon Jones,43049,S,MIA,1,0,0,17,66.9,0,0,5,20.8,0.0,0,0,20.0,1,24,5,1,0,59.1,0,0,1,20.0,0.0,0,0.0,0,5,1,0,5,2022
Devin White,43089,LB,TB,1,0,0,30,51.2,2,2,5,13.5,20.0,1,0,40.0,0,37,5,4,0,60.0,0,0,1,33.3,0.0,0,0.0,0,3,1,0,5,2022
Mack Wilson,43190,LB,NE,1,0,0,19,63.0,0,1,4,55.6,25.0,1,1,12.5,0,9,5,1,0,63.0,0,1,4,55.6,25.0,1,12.5,0,9,5,1,5,2022
Richie Grant,43196,S,ATL,1,0,0,2,53.8,0,0,3,5.8,0.0,0,0,0.0,0,52,3,0,0,55.0,0,0,2,6.9,0.0,0,0.0,0,29,2,0,5,2022
Damar Hamlin,43291,S,BUF,1,0,0,4,60.0,0,0,1,2.2,0.0,0,0,0.0,0,46,1,0,0,,0,0,0,0.0,,0,,0,25,0,0,5,2022
Alex Highsmith,43507,ED,PIT,1,0,0,25,51.7,0,2,30,86.1,6.7,2,0,3.3,0,36,31,2,0,48.9,0,0,15,93.8,0.0,0,0.0,0,16,15,0,5,2022
Jeffery Simmons,43742,DI,TEN,1,1,0,31,90.7,1,2,32,90.0,28.1,9,1,10.9,2,40,36,5,1,92.1,1,1,16,100.0,37.5,6,12.5,1,18,18,3,5,2022
Derrick Brown,43883,DI,CAR,1,2,0,5,65.9,0,0,23,100.0,0.0,0,0,0.0,0,27,27,0,1,59.7,0,0,9,100.0,0.0,0,0.0,0,11,11,0,5,2022
Timmy Horne,43918,DI,ATL,1,0,0,2,52.1,0,0,16,100.0,0.0,0,0,0.0,0,16,16,0,0,54.2,0,0,7,100.0,0.0,0,0.0,0,7,7,0,5,2022
Patrick Jones II,43974,ED,MIN,1,0,0,18,56.4,0,0,3,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0,5,2022
Byron Murphy Jr.,44027,CB,ARZ,1,0,0,1,75.6,0,0,2,4.9,0.0,0,0,50.0,1,41,2,1,0,80.0,0,0,1,6.3,0.0,0,100.0,1,16,1,1,5,2022
Benito Jones,44035,DI,DET,1,0,0,11,57.1,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0,5,2022
Adetokunbo Ogundeji,44047,ED,ATL,1,0,0,2,49.6,0,0,19,82.6,0.0,0,0,0.0,0,23,19,0,0,51.3,0,0,10,83.3,0.0,0,0.0,0,12,10,0,5,2022
Quinnen Williams,44216,DI,NYJ,1,0,0,22,83.4,2,3,27,100.0,22.2,6,0,13.0,1,30,30,6,0,84.2,0,2,11,100.0,36.4,4,18.2,1,12,12,3,5,2022
Jamir Jones,44287,ED,PIT,1,0,0,25,56.1,0,0,4,100.0,0.0,0,0,0.0,0,4,4,0,0,,0,0,0,,,0,,0,0,0,0,5,2022
Justin Madubuike,44304,DI,BLT,1,0,0,3,56.6,0,1,24,100.0,4.2,1,0,2.1,0,26,26,1,0,52.1,0,0,8,100.0,0.0,0,0.0,0,9,9,0,5,2022
Boogie Basham,44320,ED,BUF,1,0,0,4,58.3,0,1,23,100.0,8.7,2,0,2.2,0,24,24,1,0,54.4,0,1,19,100.0,5.3,1,2.6,0,20,20,1,5,2022
Naquan Jones,44363,DI,TEN,1,0,0,31,58.2,0,0,2,100.0,0.0,0,0,0.0,0,2,2,0,0,,0,0,0,,,0,,0,0,0,0,5,2022
Kyzir White,44485,LB,PHI,1,0,0,24,65.6,0,1,4,14.8,50.0,2,0,12.5,0,27,4,1,0,67.7,0,1,3,23.1,66.7,2,16.7,0,13,3,1,5,2022
Trysten Hill,44519,DI,DAL,1,0,0,9,66.8,1,0,12,100.0,25.0,3,1,4.2,0,12,12,1,0,66.8,1,0,4,100.0,50.0,2,12.5,0,4,4,1,5,2022
Brian Burns,44522,ED,CAR,1,1,0,5,68.3,1,2,26,84.8,15.4,4,0,9.6,1,33,28,4,0,66.9,0,2,13,93.3,23.1,3,15.4,1,15,14,3,5,2022
Ross Blacklock,44526,DI,MIN,1,0,0,18,50.5,0,2,10,100.0,10.0,1,0,10.0,0,10,10,2,0,61.7,0,1,9,100.0,11.1,1,5.6,0,9,9,1,5,2022
D.J. Wonnum,44550,ED,MIN,1,0,0,18,72.8,0,4,14,93.8,21.4,3,0,21.4,1,16,15,5,0,65.9,0,2,8,88.9,12.5,1,25.0,1,9,8,3,5,2022
Raekwon Davis,44582,DI,MIA,1,0,0,17,63.2,0,0,13,100.0,0.0,0,2,0.0,0,15,15,0,0,,0,0,0,,,0,,0,0,0,0,5,2022
Leki Fotu,44614,DI,ARZ,1,0,0,1,52.2,0,0,17,100.0,0.0,0,0,0.0,0,18,18,0,0,53.6,0,0,6,100.0,0.0,0,0.0,0,7,7,0,5,2022
Terrell Burgess,45255,S,LA,1,0,0,26,60.0,0,0,1,5.3,0.0,0,0,0.0,0,19,1,0,0,,0,0,0,0.0,,0,,0,8,0,0,5,2022
Essang Bassey,45258,S,DEN,1,0,0,10,55.8,0,0,2,7.1,0.0,0,0,0.0,0,28,2,0,0,55.8,0,0,2,9.1,0.0,0,0.0,0,22,2,0,5,2022
Eyioma Uwazurike,45414,DI,DEN,1,0,0,10,53.5,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,56.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0,5,2022
Brandon Stephens,45644,CB,BLT,1,0,0,3,58.4,0,0,1,11.1,0.0,0,0,0.0,0,9,1,0,0,58.4,0,0,1,25.0,0.0,0,0.0,0,4,1,0,5,2022
Kentavius Street,48404,DI,NO,1,0,0,20,51.1,0,0,10,100.0,0.0,0,0,0.0,0,12,12,0,0,51.9,0,0,6,100.0,0.0,0,0.0,0,7,7,0,5,2022
